Gender;Age;Height;Weight;family_history_with_overweight;FAVC;FCVC;NCP;CAEC;SMOKE;CH2O;SCC;FAF;TUE;CALC;MTRANS;NObeyesdad
Male;25;1.780.089;115;yes;yes;2.219.186;3;Sometimes;no;2.092.326;no;0.545919;174.288;Sometimes;Automobile;Obesity_Type_II
Male;25;1.766.946;120;yes;yes;2.314.175;3;Sometimes;no;2.151.809;no;0;1.578.517;Sometimes;Automobile;Obesity_Type_II
Male;25;1.885.119;120;yes;yes;2.423.291;3;Sometimes;no;2.902.682;no;1.243.567;0.555591;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.828.276;120;yes;yes;2.637.202;3;Sometimes;no;2.966.647;no;1.159.598;0.758897;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.806.227;120;yes;yes;2.974.006;3;Sometimes;no;2.565.828;no;0.690269;1.339.691;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.812.919;120;yes;yes;2.347.942;3;Sometimes;no;2.730.663;no;0.689371;0.188693;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.859.717;120;yes;yes;2.654.076;2.574.108;Sometimes;no;178.471;no;1.170.537;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;186.516;120;yes;yes;2.739;2.740.492;Sometimes;no;1.824.561;no;1.094.839;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.783.609;120;yes;yes;2.591.292;2.956.422;Sometimes;no;231.083;no;148.524;0.281815;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.794.827;120;yes;yes;2.611.847;2.749.334;Sometimes;no;2.364.849;no;1.141.708;0.063005;Sometimes;Public_Transportation;Obesity_Type_II
Male;32;1.759.647;120;yes;yes;2.766.612;3;Sometimes;no;2.173.417;no;1.089.344;1.198.439;Sometimes;Automobile;Obesity_Type_II
Male;32;1.773.521;120;yes;yes;2.777.165;3;Sometimes;no;2.106.861;no;0.925941;0.2916;Sometimes;Automobile;Obesity_Type_II
Male;25;1.753.327;115;yes;yes;2.232.836;3;Sometimes;no;2.146.398;no;0.886817;0.47787;Sometimes;Automobile;Obesity_Type_II
Male;25;1.761.068;120;yes;yes;2.571.274;3;Sometimes;no;2.224.164;no;1.018.158;1.152.899;Sometimes;Automobile;Obesity_Type_II
Male;32;1.848.845;120;yes;yes;249.619;3;Sometimes;yes;1.662.117;no;0.992371;0.217632;Sometimes;Public_Transportation;Obesity_Type_II
Male;32;1.842.812;120;yes;yes;2.151.335;3;Sometimes;yes;1.491.169;no;0.883542;0.527766;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.825.449;129;yes;yes;201.695;3;Sometimes;no;183.412;no;0.797209;0.185499;Sometimes;Public_Transportation;Obesity_Type_II
Male;32;186.198;120;yes;yes;2.927.187;3;Sometimes;no;1.508.796;no;0.902776;1.015.467;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.763.987;120;yes;yes;1.412.566;3;Sometimes;no;2.002.495;no;1.592.795;0.001867;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.761.519;120;yes;yes;1.289.315;3;Sometimes;no;2.007.348;no;1.376.217;0.001518;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.772.045;120;yes;yes;1.624.366;3;Sometimes;no;2.081.719;no;1.538.922;0.356868;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.771.817;120;yes;yes;1.528.331;3;Sometimes;no;2.079.353;no;1.522.429;0.228598;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;179.858;115;yes;yes;2.037.042;3;Sometimes;no;243.699;no;1.016.254;0.020044;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.788.586;120;yes;yes;2.191.108;2.993.856;Sometimes;no;2.444.917;no;1.055.854;0.145284;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.803.207;120;yes;yes;1.431.346;3;Sometimes;no;2.098.959;no;1.110.868;0.196952;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.836.592;120;yes;yes;184.199;3;Sometimes;no;2.503.244;no;1.226.019;0.078207;Sometimes;Public_Transportation;Obesity_Type_II
Male;37;1.762.921;115;yes;yes;213.683;2.993.084;Sometimes;no;1.885.926;no;0.615298;0;Sometimes;Automobile;Obesity_Type_II
Male;25;1.752.863;120;yes;yes;2.499.388;2.989.791;Sometimes;no;1.959.777;no;0.6081;0.64676;Sometimes;Automobile;Obesity_Type_II
Male;38;1.768.235;120;yes;yes;2.230.742;2.920.373;Sometimes;no;1.831.187;no;0.756277;0;Sometimes;Automobile;Obesity_Type_II
Male;38;1.766.888;120;yes;yes;2.240.757;2.911.568;Sometimes;no;1.895.876;no;0.822186;0;Sometimes;Automobile;Obesity_Type_II
Male;25;1.603.501;120;yes;yes;2.996.186;1.134.042;Sometimes;no;1.270.166;no;0.073065;1.551.934;no;Public_Transportation;Obesity_Type_II
Male;25;1.690.262;120;yes;yes;2.649.406;1.120.102;Sometimes;no;1.153.286;no;0.216908;0.619012;no;Public_Transportation;Obesity_Type_II
Male;33;1.712.905;120;yes;yes;2.525.884;2.040.582;Sometimes;no;1;no;167.036;0.023959;no;Public_Transportation;Obesity_Type_II
Male;32;1.695.735;120;yes;yes;2.736.647;2.015.675;Sometimes;no;1;no;1.977.918;0.056351;no;Public_Transportation;Obesity_Type_II
Male;25;1.829.971;129;yes;yes;2.684.335;2.711.238;Sometimes;no;2.732.331;no;1.156.024;0.442456;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;184.629;120;yes;yes;3;2.695.396;Sometimes;no;2.628.816;no;0.975384;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.774.983;120;yes;yes;2.425.503;2.996.834;Sometimes;no;2.017.602;no;1.580.263;0.531769;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;178.968;120;yes;yes;1.469.384;2.996.444;Sometimes;no;2.067.741;no;1.082.236;0.150544;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.852.664;120;yes;yes;2.906.269;2.894.142;Sometimes;no;2.435.489;no;1.266.739;0.36216;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.872.561;120;yes;yes;2.808.027;2.683.061;Sometimes;no;2.640.483;no;1.280.191;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;181.955;120;yes;yes;2.636.719;2.806.341;Sometimes;no;1.967.591;no;1.525.384;0.315595;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.815.514;120;yes;yes;2.996.717;2.791.366;Sometimes;no;2.626.309;no;1.194.898;0.034897;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.614.075;120;yes;yes;2.880.483;1.703.299;Sometimes;no;1.006.378;no;1.076.729;1.058.007;no;Public_Transportation;Obesity_Type_II
Male;25;1.609.418;120;yes;yes;2.885.693;1.685.134;Sometimes;no;1.011.849;no;0.503105;1.217.929;no;Public_Transportation;Obesity_Type_II
Male;25;1.650.189;120;yes;yes;2.913.452;2.269.799;Sometimes;no;1;no;1.889.937;0.378818;no;Public_Transportation;Obesity_Type_II
Male;25;1.653.876;120;yes;yes;2.919.526;2.142.328;Sometimes;no;1.175.714;no;0.958555;0.636289;no;Public_Transportation;Obesity_Type_II
Male;25;1.657.132;120;yes;yes;2.724.121;1.437.959;Sometimes;no;1.590.418;no;0.029603;1.122.118;no;Public_Transportation;Obesity_Type_II
Male;25;1.644.751;120;yes;yes;2.801.992;1.343.117;Sometimes;no;1.128.942;no;0.233987;0.81998;no;Public_Transportation;Obesity_Type_II
Male;25;1.660.761;120;yes;yes;2.748.971;1.213.431;Sometimes;no;1.448.875;no;0.128548;1.239.038;no;Public_Transportation;Obesity_Type_II
Male;25;169.151;110;yes;yes;2.680.375;1.089.048;Sometimes;no;1.366.238;no;0.181324;1.041.677;no;Public_Transportation;Obesity_Type_II
Female;25;1.611.462;120;yes;yes;3;3;Sometimes;no;1.023.328;no;0.05093;1;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.584.782;120;yes;yes;3;3;Sometimes;no;1.197.667;no;0;0.534769;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.792.378;120;yes;yes;3;3;Sometimes;no;2.838.893;no;1.990.317;0.735868;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.802.257;120;yes;yes;3;3;Sometimes;no;2.181.811;no;1.995.582;0.939665;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;165.632;115;yes;yes;3;3;Sometimes;no;2.774.014;no;0;0.138418;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.600.762;120;yes;yes;3;3;Sometimes;no;1.031.354;no;0;0.37465;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.678.658;120;yes;yes;3;3;Sometimes;no;166.616;no;0.210351;0.73421;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.678.201;120;yes;yes;3;3;Sometimes;no;1.471.664;no;0.143955;0.444532;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;165.563;120;yes;yes;3;3;Sometimes;no;1.347.559;no;0.462951;0.31794;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.694.952;132;yes;yes;3;3;Sometimes;no;1.338.241;no;192.628;0.886135;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.622.771;120;yes;yes;3;3;Sometimes;no;2.679.137;no;0;0.479348;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.583.889;120;yes;yes;3;3;Sometimes;no;2.578.292;no;0;0.492394;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.729.045;120;yes;yes;3;3;Sometimes;no;1.302.193;no;1.742.453;0.94232;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.664.622;120;yes;yes;3;3;Sometimes;no;2.408.442;no;0.194056;0.803141;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.747.773;120;yes;yes;3;3;Sometimes;no;1.705.218;no;0.390937;0.998646;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.730.113;120;yes;yes;3;3;Sometimes;no;2.374.958;no;0.750111;0.671458;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.746.652;120;yes;yes;3;3;Sometimes;no;2.869.234;no;1.465.931;0.627886;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.719.365;120;yes;yes;3;3;Sometimes;no;2.987.406;no;0.38926;0.526776;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.632.377;120;yes;yes;3;3;Sometimes;no;2.737.091;no;0;0.037078;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.642.572;120;yes;yes;3;3;Sometimes;no;2.623.489;no;0;0.138563;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.654.875;120;yes;yes;3;3;Sometimes;no;2.612.758;no;0.24629;0.802136;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.627.567;120;yes;yes;3;3;Sometimes;no;2.687.378;no;0;0.410651;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.736.276;120;yes;yes;3;3;Sometimes;no;1.852.692;no;146.361;0.962336;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.737.056;120;yes;yes;3;3;Sometimes;no;286.559;no;0.973864;0.58345;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.580.968;120;yes;yes;3;3;Sometimes;no;1.003.563;no;0.008127;1;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.607.128;120;yes;yes;3;3;Sometimes;no;1.077.253;no;0.162083;0.824607;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.821.566;120;yes;yes;3;3;Sometimes;no;2.714.949;no;1.999.773;0.813784;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;182.773;120;yes;yes;3;3;Sometimes;no;2.154.949;no;1.999.897;0.957463;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.656.504;120;yes;yes;3;3;Sometimes;no;2.893.117;no;0;0.01931;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.637.725;120;yes;yes;3;3;Sometimes;no;270.914;no;0;0.110518;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.669.701;120;yes;yes;3;3;Sometimes;no;1.570.188;no;0.210351;0.881848;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.668.709;120;yes;yes;3;3;Sometimes;no;1.412.049;no;0.143955;0.753077;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.668.642;120;yes;yes;3;3;Sometimes;no;115.635;no;0.786828;0.366385;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.690.614;120;yes;yes;3;3;Sometimes;no;1.154.698;no;171.836;0.959218;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.622.418;120;yes;yes;3;3;Sometimes;no;2.691.584;no;0;0.425473;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.643.332;120;yes;yes;3;3;Sometimes;no;2.709.654;no;0;0.25115;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.733.383;120;yes;yes;3;3;Sometimes;no;1.485.736;no;1.950.374;0.869238;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.748.313;120;yes;yes;3;3;Sometimes;no;2.874.336;no;1.624.981;0.825609;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.812.963;120;yes;yes;3;3;Sometimes;no;2.641.489;no;0.481555;0.735201;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;180.734;120;yes;yes;3;3;Sometimes;no;2.417.122;no;0.952725;0.573958;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.745.644;120;yes;yes;3;3;Sometimes;no;2.900.857;no;1.508.897;0.625371;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.753.266;120;yes;yes;3;3;Sometimes;no;295.311;no;1.445.148;0.67321;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.632.193;120;yes;yes;3;3;Sometimes;no;2.617.988;no;0;0.156187;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.641.098;120;yes;yes;3;3;Sometimes;no;255.057;no;0;0.20482;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.640.741;120;yes;yes;3;3;Sometimes;no;2.653.531;no;0.190061;0.692343;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.618.573;120;yes;yes;3;3;Sometimes;no;1.698.767;no;0;0.54396;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.757.442;120;yes;yes;3;3;Sometimes;no;284.837;no;1.206.059;0.766668;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.763.343;120;yes;yes;3;3;Sometimes;no;2.835.622;no;1.419.473;0.816986;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.610.086;110;yes;yes;3;3;Sometimes;no;1.050.564;no;0.026033;0.539074;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.664.463;120;yes;yes;3;3;Sometimes;no;1.068.493;no;0.112122;1;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.602.025;120;yes;yes;3;3;Sometimes;no;2.613.928;no;0;0.553093;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.632.896;120;yes;yes;3;3;Sometimes;no;1.239.833;no;0.162279;0.619235;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.771.043;120;yes;yes;3;3;Sometimes;no;2.861.533;no;170.464;0.655571;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.789.555;120;yes;yes;3;3;Sometimes;no;2.832.659;no;1.505.775;0.923005;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.801.746;120;yes;yes;3;3;Sometimes;no;2.418.488;no;199.507;0.893514;Sometimes;Public_Transportation;Obesity_Type_III
Female;20;1.787.195;120;yes;yes;3;3;Sometimes;no;2.304.716;no;0.82666;0.914492;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.644.141;120;yes;yes;3;3;Sometimes;no;2.763.005;no;0;0.101867;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.643.355;120;yes;yes;3;3;Sometimes;no;2.652.616;no;0;0.250502;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.623.707;120;yes;yes;3;3;Sometimes;no;2.553.198;no;0;0.393838;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.610.636;120;yes;yes;3;3;Sometimes;no;2.180.566;no;0;0.519905;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.629.491;120;yes;yes;3;3;Sometimes;no;220.979;no;0.114698;0.604422;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.684.768;120;yes;yes;3;3;Sometimes;no;1.444.379;no;0.224482;0.912187;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;166.494;115;yes;yes;3;3;Sometimes;no;1.604.075;no;0.029728;0.200122;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.655.646;115;yes;yes;3;3;Sometimes;no;1.528.258;no;0.01586;0.436068;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.666.194;120;yes;yes;3;3;Sometimes;no;1.228.838;no;0.792553;0.639561;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.707.508;120;yes;yes;3;3;Sometimes;no;1.615.548;no;1.376.534;0.926052;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.754.174;120;yes;yes;3;3;Sometimes;no;194.595;no;1.493.018;0.906611;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.714.193;120;yes;yes;3;3;Sometimes;no;1.709.556;no;1.592.494;0.925843;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162.439;120;yes;yes;3;3;Sometimes;no;2.507.461;no;0;0.368472;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.638.836;120;yes;yes;3;3;Sometimes;no;2.644.135;no;0;0.357581;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.621.245;120;yes;yes;3;3;Sometimes;no;2.605.685;no;0;0.199227;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.623.514;120;yes;yes;3;3;Sometimes;no;2.217.348;no;0.001015;0.481031;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.736.215;120;yes;yes;3;3;Sometimes;no;1.657.541;no;1.672.639;0.629285;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.732.951;120;yes;yes;3;3;Sometimes;no;1.817.899;no;1.577.824;0.930836;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;169.135;120;yes;yes;3;3;Sometimes;no;2.509.535;no;0.334264;0.668172;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.635.062;120;yes;yes;3;3;Sometimes;no;2.578.038;no;0.165422;0.463196;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.746.061;120;yes;yes;3;3;Sometimes;no;2.501.638;no;1.546.179;0.66488;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.746.529;120;yes;yes;3;3;Sometimes;no;2.250.711;no;0.64235;0.685129;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.746.516;120;yes;yes;3;3;Sometimes;no;236.651;no;1.247.505;0.723366;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.751.118;120;yes;yes;3;3;Sometimes;no;2.309.409;no;168.291;0.70558;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.741.014;132;yes;yes;3;3;Sometimes;no;2.436.261;no;1.464.674;0.87092;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.748.533;132;yes;yes;3;3;Sometimes;no;2.833.566;no;1.413.239;0.862724;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.694.726;120;yes;yes;3;3;Sometimes;no;2.724.099;no;0.336795;0.153462;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.674.515;120;yes;yes;3;3;Sometimes;no;2.989.389;no;0.36009;0.169016;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.631.332;120;yes;yes;3;3;Sometimes;no;255.975;no;0;0.237307;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.641.918;115;yes;yes;3;3;Sometimes;no;2.635.454;no;0;0.088309;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.640.125;120;yes;yes;3;3;Sometimes;no;2.625.537;no;0;0.162494;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.649.178;120;yes;yes;3;3;Sometimes;no;2.884.077;no;0;0.096576;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.603.404;120;yes;yes;3;3;Sometimes;no;1.919.473;no;0.027101;0.546137;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.644.199;120;yes;yes;3;3;Sometimes;no;2.310.076;no;0.07115;0.733085;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.628.909;120;yes;yes;3;3;Sometimes;no;2.686.824;no;0;0.540812;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.628.019;120;yes;yes;3;3;Sometimes;no;16.213;no;0.090917;0.438216;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;171.818;120;yes;yes;3;3;Sometimes;no;1.517.215;no;1.486.289;0.937492;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.708.581;120;yes;yes;3;3;Sometimes;no;1.796.956;no;1.684.582;0.887388;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.724.983;132;yes;yes;3;3;Sometimes;no;2.085.553;no;1.271.651;0.587932;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.739.991;120;yes;yes;3;3;Sometimes;no;2.837.797;no;1.343.875;0.803156;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.568.543;120;yes;yes;3;3;Sometimes;no;1.000.544;no;0.001297;1;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.579.893;120;yes;yes;3;3;Sometimes;no;1.005.864;no;0.02006;0.695838;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.782.714;120;yes;yes;3;3;Sometimes;no;2.319.559;no;197.073;0.768375;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.793.824;120;yes;yes;3;3;Sometimes;no;2.069.257;no;1.986.646;0.947091;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.659.557;120;yes;yes;3;3;Sometimes;no;2.956.548;no;0;0.010056;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;165.782;115;yes;yes;3;3;Sometimes;no;2.777.557;no;0;0.051858;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.684.082;120;yes;yes;3;3;Sometimes;no;1.295.436;no;0.282063;0.929356;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;168.395;120;yes;yes;3;3;Sometimes;no;1.241.378;no;0.259427;0.852362;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.716.521;120;yes;yes;3;3;Sometimes;no;1.313.834;no;0.912334;0.707494;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.680.762;120;yes;yes;3;3;Sometimes;no;1.124.366;no;0.877067;0.552006;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.623.303;115;yes;yes;3;3;Sometimes;no;2.673.754;no;0;0.33929;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.631.856;120;yes;yes;3;3;Sometimes;no;270.485;no;0;0.243338;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.747.479;120;yes;yes;3;3;Sometimes;no;1.607.531;no;1.963.379;0.858392;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.782.453;120;yes;yes;3;3;Sometimes;no;2.748.909;no;1.989.171;0.832515;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.809.871;120;yes;yes;3;3;Sometimes;no;2.351.207;no;0.246831;0.91336;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.803.677;120;yes;yes;3;3;Sometimes;no;2.404.049;no;0.427905;0.639894;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.745.602;120;yes;yes;3;3;Sometimes;no;2.923.792;no;1.536.555;0.62535;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.751.038;120;yes;yes;3;3;Sometimes;no;2.955.075;no;146.046;0.655558;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.631.547;120;yes;yes;3;3;Sometimes;no;2.554.007;no;0;0.252635;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.635.905;120;yes;yes;3;3;Sometimes;no;2.511.399;no;0;0.258472;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.616.975;120;yes;yes;3;3;Sometimes;no;2.653.563;no;0;0.55415;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162.788;110;yes;yes;3;3;Sometimes;no;2.588.107;no;0;0.465607;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;176.416;120;yes;yes;3;3;Sometimes;no;232.502;no;1.441.791;0.918468;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.763.847;120;yes;yes;3;3;Sometimes;no;2.836.791;no;146.782;0.890527;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.608.808;120;yes;yes;3;3;Sometimes;no;1.019.684;no;0.026033;1;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.610.488;120;yes;yes;3;3;Sometimes;no;1.032.834;no;0.04525;0.922749;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.621.231;120;yes;yes;3;3;Sometimes;no;1.653.049;no;0.139159;0.711331;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.642.392;120;yes;yes;3;3;Sometimes;no;1.204.055;no;0.094851;0.603736;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.801.983;120;yes;yes;3;3;Sometimes;no;2.691.591;no;1.168.368;0.735372;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.787.614;120;yes;yes;3;3;Sometimes;no;2.531.456;no;1.980.738;0.835771;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.801.478;120;yes;yes;3;3;Sometimes;no;2.226.081;no;1.881.761;0.933964;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.807.576;120;yes;yes;3;3;Sometimes;no;2.164.718;no;1.999.631;0.941336;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.650.125;120;yes;yes;3;3;Sometimes;no;2.770.732;no;0;0.125235;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;1.652.674;120;yes;yes;3;3;Sometimes;no;2.814.517;no;0;0.101598;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.663.632;120;yes;yes;3;3;Sometimes;no;1.626.467;no;0.010183;0.412806;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.627.818;120;yes;yes;3;3;Sometimes;no;148.075;no;0.098043;0.663492;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;166.877;120;yes;yes;3;3;Sometimes;no;1.526.416;no;0.180158;0.747909;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.642.098;120;yes;yes;3;3;Sometimes;no;1.482.002;no;0.204108;0.657221;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;165.757;120;yes;yes;3;3;Sometimes;no;1.610.472;no;0.029728;0.472343;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.643.111;120;yes;yes;3;3;Sometimes;no;1.530.992;no;0.01586;0.445495;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.675.562;120;yes;yes;3;3;Sometimes;no;1.484.938;no;0.74225;0.604692;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.661.415;120;yes;yes;3;3;Sometimes;no;191.039;no;0.217455;0.77582;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;1.713.133;120;yes;yes;3;3;Sometimes;no;1.411.365;no;1.564.618;0.910683;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;17.199;120;yes;yes;3;3;Sometimes;no;241.752;no;1.556.155;0.873936;Sometimes;Public_Transportation;Obesity_Type_III
